job_id,document_id,batch_id,source_filename,status,progress,current_stage,attempt_count,max_retries,celery_task_id,queue_mode,error_type,error_message,created_at,queued_at,started_at,completed_at,processing_seconds,result_path,event_count,page_count,field_count,checkbox_count,table_count,redaction_candidate_count,artifact_count
1d1b9ffb-d539-45d9-9bcf-c72631e09a9f,FDA_1572_NCT04796896-a723b37a86213eba,169bcdee-3cbe-40bb-9df3-ec5c7e7c99c2,FDA_1572_NCT04796896.pdf,needs_review,100,needs_review,1,2,local-thread-1d1b9ffb-d539-45d9-9bcf-c72631e09a9f,thread,,,2026-07-27T20:02:37.913661,2026-07-27T20:02:37.912598,2026-07-27T20:02:37.933628,2026-07-27T20:02:52.084222,14.150594,/v1/documents/FDA_1572_NCT04796896-a723b37a86213eba,11,2,28,4,0,29,5
b80543e7-2b7c-4ff3-bd94-ca68e9ff0e1a,NCT04796896_p014_t0-1cf19c0b92779ec0,169bcdee-3cbe-40bb-9df3-ec5c7e7c99c2,NCT04796896_p014_t0.png,completed,100,completed,1,2,local-thread-b80543e7-2b7c-4ff3-bd94-ca68e9ff0e1a,thread,,,2026-07-27T20:02:37.928884,2026-07-27T20:02:37.928619,2026-07-27T20:02:37.950443,2026-07-27T20:02:42.124635,4.174192,/v1/documents/NCT04796896_p014_t0-1cf19c0b92779ec0,9,1,0,0,1,0,7
